Perales de Tajuña,57.40778479722845,49.07,2817.0
Pezuela de las Torres,19.57773512476008,41.68,816.0000000000001
Pinilla del Valle,7.269155206286837,25.45,185.0
Pinto,813.843175217812,61.98000000000001,50442.0
Piñuecar-Gandullas,10.032894736842106,18.24,183.0
Pozuelo de Alarcón,1986.1948955916469,43.10000000000001,85605.0
Pozuelo del Rey,35.55483662245228,30.91,1099.0
Prádena del Rincón,5.866666666666666,22.5,132.0
Puebla de la Sierra,1.0760275180807903,56.69,61.0
Quijorna,127.80373831775701,25.68,3282.0
Rascafría,11.20042872454448,149.28,1672.0
Redueña,19.033000767459708,13.03,247.99999999999997
Ribatejada,21.828358208955226,32.16,702.0
Rivas-Vaciamadrid,1242.2808838795786,67.43,83767.0
Robledillo de la Jara,4.138915318744053,21.02,87.0
Robledo de Chavela,43.2607541157727,94.15,4073.0
Robregordo,2.3978201634877383,18.35,44.0
Rozas de Madrid (Las),1631.2800274536714,58.280000000000015,95071.0
Rozas de Puerto Real,18.071065989847714,29.55,534.0
San Agustín del Guadalix,342.8309785452642,38.220000000000006,13103.0
San Fernando de Henares,1021.6529351184345,38.84,39681.0
San Lorenzo de El Escorial,319.68783256473927,56.379999999999995,18024.0
San Martín de la Vega,179.1056137012369,105.10000000000001,18824.0
San Martín de Valdeiglesias,71.2764129874592,116.42,8298.0
San Sebastián de los Reyes,1467.1235194585447,59.10000000000001,86707.0
Santa María de la Alameda,15.371398361089083,75.66,1163.0
Santorcaz,30.33309709425939,28.22,856.0
Santos de la Humosa (Los),71.3957495692131,34.82,2486.0
Serna del Monte (La),13.224637681159422,5.52,73.0
Serranillos del Valle,298.4951091045899,13.29,3966.9999999999995
Sevilla la Nueva,367.54244139046074,24.740000000000002,9093.0
Somosierra,3.774509803921569,20.4,77.0
Soto del Real,200.9103641456583,42.839999999999996,8607.0
Talamanca de Jarama,92.85343035343035,38.48,3572.9999999999995
Tielmes,98.1941309255079,26.58,2610.0
Titulcia,126.01384767556875,10.11,1274.0
Torrejón de Ardoz,3948.581122763726,32.42,128013.0
Torrejón de la Calzada,938.4615384615383,8.97,8418.0
Torrejón de Velasco,81.6909509202454,52.16,4261.0
Torrelaguna,109.42870413376683,43.06,4712.0
Torrelodones,1067.2819566220583,21.669999999999998,23128.0
Torremocha de Jarama,49.94697773064687,18.86,942.0
Torres de la Alameda,180.5491462851869,43.339999999999996,7825.0
Valdaracete,10.078369905956114,63.8,643.0
Valdeavero,77.4986638161411,18.71,1450.0000000000002
Valdelaguna,20.515854235683864,42.26,867.0000000000001
Valdemanco,51.48960089938168,17.79,916.0
Valdemaqueda,14.829117590268392,51.79,768.0
Valdemorillo,131.13006396588486,93.8,12300.0
Valdemoro,1152.992518703242,64.16,73976.0
Valdeolmos-Alalpardo,151.1609907120743,25.84,3905.9999999999995
Valdepiélagos,33.23895809739524,17.66,587.0
Valdetorres de Jarama,123.0681494154548,35.07,4316.0
Valdilecha,64.71693680996006,42.57,2755.0
Valverde de Alcalá,31.077147016011644,13.74,427.0
Velilla de San Antonio,842.7974947807934,14.37,12111.0
Vellón (El),54.762615706180945,33.49,1834.0
Venturada,198.825831702544,10.22,2032.0
Villaconejos,100.69131349564174,33.269999999999996,3350.0
Villa del Prado,82.01112980458133,77.27000000000001,6337.0
Villalbilla,375.5184331797235,34.72,13038.0
Villamanrique de Tajo,23.46179851250845,29.58,694.0
Villamanta,39.39585639727977,63.23,2491.0
Villamantilla,57.775919732441466,23.92,1382.0
Villanueva de la Cañada,584.5799769850403,34.76,20320.0
Villanueva del Pardillo,669.4848604011011,25.43,17025.0
Villanueva de Perales,48.329621380846326,31.43,1519.0
Villar del Olmo,71.88624910007199,27.78,1997.0
Villarejo de Salvanés,60.88235294117647,119,7245.0
Villaviciosa de Odón,403.28445747800583,68.2,27504.0
Villavieja del Lozoya,11.459227467811159,23.3,267.0
Zarzalejo,79.08820614469772,20.18,1596.0
Lozoyuela-Navas-Sieteiglesias,24.052109663620456,51.43,1237.0
Puentes Viejas,10.796036897847626,58.54,632.0
Tres Cantos,1213.333333333333,37.95000000000001,46046.0
